id,budget,genres,year,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
468837,4228,Documentary,,en,Erik Drinks Wine and Gets a Haircut,A middle-aged man enjoys an evening consisting of drinking wine and getting a haircut.,0.20235,Commentiquenterprises,United States of America,22-06-2017,0,12,English,Released,,Erik Drinks Wine and Gets a Haircut,0,0,1,1,1
468838,0,Family|Music,,fr,Parlez-moi d'amour,,0.033139,none,none,21-06-1961,0,,none,Released,,Parlez-moi d'amour,0,0,0,0,0
468839,0,Documentary,,fr,Récits d'Ellis Island,"""Ellis Island Tales"" - From 1892 to 1924, nearly 16 million emigrants from Europe passed through Ellis Island, a small block of land where a transit center was built, near the New York Statue of Liberty. ""Ellis Island Tales, Stories of Wandering and Hope"" - the book is composed of three major parts. Georges Perec and Robert Bober visited Ellis Island and with the help of texts and documents, restored what everyday life was about what some called ""the island of tears"".",0.024,INA Films,France,31-07-1980,0,118,Français,Released,,Elis Island Tales,0,0,1,1,1
468840,0,Drama|Family|Romance,,vi,Dạ Cổ Hoài Lang,,0.11384,none,Vietnam,24-03-2017,0,,none,Released,,Dạ Cổ Hoài Lang,0,0,0,1,0
468841,0,Drama|Crime,,en,The Price of Things,A Duke's twin takes his place at his wedding when he is drugged by spies.,0.028639,Elinor Glyn Productions,United Kingdom,02-07-1930,0,84,none,Released,,The Price of Things,0,0,1,1,0
468842,0,,,en,Altered Spirits,Four young people are pulled into an alternate dimension through a portal in a sweat lodge. On the other side four murderous spirits of centuries-old gold hunters await to steal the young peoples' bodies and return to the living world.,0.033,none,none,,0,0,none,Released,,Altered Spirits,0,0,0,0,0
468843,0,Music,,en,Raise the Roof,A musical directed by Walter Summers.,0.074139,British International Pictures (BIP),United Kingdom,01-02-1930,0,77,none,Released,,Raise the Roof,0,0,1,1,0
468844,0,,,en,Ordinary Days,A college student disappears for five ordinary days.,0.089,none,none,,0,0,none,In Production,,Ordinary Days,0,0,0,0,0
468845,0,Crime,,en,Red Aces,A gambler frames a banker for killing the man whose name he forged.,0.092139,British Lion Film Corporation,United Kingdom,03-11-1930,0,0,none,Released,,Red Aces,0,0,1,1,0
468846,0,Drama|Crime,,en,Red Pearls,A Japanese merchant attempts to drive one of his rivals mad by impersonating a man he had once murdered.,0.057139,Nettlefold Films,United Kingdom,01-02-1930,0,0,none,Released,,Red Pearls,0,0,1,1,0
468847,0,Drama,,en,"Sleep Well, My Love","A feuding but very wealthy married couple are planning their divorce while relaxing at luxury hotels in Yugoslavia. The husband decides he wants to get rid of his wife, so hires a hitman. However his wife also has the same planned for her husband, seducing one of her many lovers into doing the job. Should these attempted murders not succeed, the husband will have to carry on being blackmailed by his wife for his incestuous affair with his 16 year old daughter. Since the daughter has her own lethal romantic agenda, things don't go quite as planned.",0.048,none,Yugoslavia,01-01-1987,0,102,English,Released,,"Sleep Well, My Love",0,0,0,3,1
468848,0,Comedy,,ml,ഞണ്ടുകളുടെ നാട്ടില്‍ ഒരിടവേള,Njandukalude Nattil Oridavela is an upcoming Indian Malayalam comedy film directed and co-written by Althaf Salim.,0.293983,Pauly Jr. Pictures,India,01-09-2017,0,0,,In Production,,Njandukalude Nattil Oridavela,0,0,1,1,1
468849,0,Drama,,en,The Road to Fortune,A drama film directed by  Arthur Varney.,0.042139,Starcraft,United Kingdom,29-08-1930,0,60,none,Released,,The Road to Fortune,0,0,1,1,0
468850,0,Action|Documentary,,en,Naturestyle: Hokkaido Japan,"Hokkaido, the North Island of Japan, is a powder-lover's paradise. If you’ve never been, it’s time to start planning your trip. And consider this new film from Director Jeremy Dubs to be your crash course in traveling to Japan. Follow Dubs and crew as they explore Hokkaido’s vast mountains, welcoming locals and exotic cuisine. Whether it’s wandering around abandoned resorts, carving snow caves with chainsaws or trying their best to woo women, there’s never a dull moment with this crew.",0.12585,Jeremy Dubs/Funner Films,Japan,26-01-2016,0,46,none,Released,"Hokkaido, the North Island of Japan, is a powder-lover's paradise.",Naturestyle: Hokkaido Japan,0,0,1,1,0
468851,0,,,uk,Somnium Adveho Verus. Nocturnum 1,,0.024,none,none,,0,,none,Released,,Somnium Adveho Verus. Nocturnum 1,0,0,0,0,0
468852,0,Action|Romance|Drama,,en,Maa Abbayi,"For the protagonist ‘abbai’ (Sree Vishnu), life is all about taking care of his elder sister and doting parents until they are all killed in a mysterious bomb blast. The plot follows this youngster going all out to avenge their deaths.",0.0452,none,none,17-03-2017,0,0,none,Released,,Maa Abbayi,0,0,0,0,0
468853,0,,,kn,...Re,Re is a Kannada comedy drama starring Ramesh Aravind and Anant Nag. A rich man arrives at an old palatial house to find that his ancestors are cursed to an afterlife in the house. Now it becomes his responsibility to undo the curse.,0.110948,none,none,04-03-2016,0,153,?????,Released,Yakshaprashne,...Re,7,1,0,0,1
468855,0,,,de,In Fading Light,,0.0195,none,none,,0,,none,Released,,In Fading Light,0,0,0,0,0
468856,0,,,de,In Fading Light,,0.0285,none,none,01-01-1989,0,,none,Released,,In Fading Light,0,0,0,0,0
468857,0,Documentary,,en,Why Sharks Attack,"In recent years, an unusual spate of deadly shark attacks has gripped Australia, resulting in five deaths in 10 months. At the same time, great white sharks have begun appearing in growing numbers off the beaches of Cape Cod, Massachusetts, not far from the waters where Steven Spielberg filmed Jaws. What's behind the mysterious arrival of this apex predator in an area where it's rarely been seen for hundreds of years? Are deadly encounters with tourists inevitable? To separate fact from fear, NOVA teams with leading shark experts in Australia and the United States to uncover the science behind the great white's hunting instincts. With shark populations plummeting, scientists race to unlock the secrets of these powerful creatures of the deep in their quest to save people -- and sharks.",0.196885,none,none,07-05-2014,0,54,none,Released,,Why Sharks Attack,0,0,0,0,0
468858,0,War|Drama,,ja,征戦愛馬譜 暁に祈る,,0.039139,Shochiku Ofuna,Japan,17-04-1940,0,,日本語,Released,,征戦愛馬譜 暁に祈る,0,0,1,1,1
468859,0,Documentary,,en,The Souls of Black Girls,A provocative news documentary that questions whether or not women of color are suffering from a self-image disorder,0.024556,none,United States of America,31-07-2008,0,52,none,Released,,The Souls of Black Girls,0,0,0,1,0
468860,0,Romance|Drama,,en,El canto del cisne,A middle-age woman and a young composer live a tragic romance.,0.033139,Lumiton,Argentina,27-04-1945,0,109,none,Released,,Swan Song,0,0,1,1,0
468861,0,Music,,en,Miley Cyrus: Adore You,2013 music video by Miley Cyrus.,0.075668,none,none,26-12-2013,0,0,none,Released,,Miley Cyrus: Adore You,0,0,0,0,0
468862,0,Action,,it,Senza Paura,,0.024139,none,Italy,12-05-2000,0,,Italiano,Released,,Senza Paura,0,0,0,1,1
468863,0,,,en,Kubasa in a Glass: The Fetishised Winnipeg TV Commercial 1976-1992,"Originally released in 2006, Kubasa in a Glass presents a digitally warped reflection of Winnipeg’s brief and disposable self-image, as seen through local no-budget and public access television of the 1980s.",0.045,none,none,,0,0,none,Released,,Kubasa in a Glass: The Fetishised Winnipeg TV Commercial 1976-1992,0,0,0,0,0
468864,0,Music,,en,Miley Cyrus: Wrecking Ball,"The music video for ""Wrecking Ball"" by Miley Cyrus.",0.122145,none,United States of America,09-09-2013,0,4,none,Released,,Miley Cyrus: Wrecking Ball,6,1,0,1,0
468865,0,Comedy,,en,Bruden kom genom taket,The police is looking for a female burglar all dressed in white.,0.095145,AB Centrumfilm,Sweden,24-03-1947,0,72,svenska,Released,,The Bride Came Through the Ceiling,2,1,1,1,1
468866,0,,,en,Premante Suluvu Kadura,"Premante Suluvu Kadura is a Telugu movie released on 26 August, 2016. The movie is directed by Chanda Govind Reddy and featured Rajeev Saluri, Simmi Das and Ashok Kumar as lead characters.",0.033,none,none,,0,0,none,Released,,Premante Suluvu Kadura,0,0,0,0,0
468867,0,Drama,,es,Besos perdidos,Lost Kisses is a 1945 Argentine film directed by Mario Soffici and starring María Duval and Miguel Faust Rocha.,0.033139,Estudios San Miguel,Argentina,30-08-1945,0,67,none,Released,,Lost Kisses,0,0,1,1,0
468869,0,Music,,en,Missy Elliott: Work It,Music video by Missy Elliott.,0.024278,none,United States of America,01-10-2002,0,4,none,Released,,Missy Elliott: Work It,7,1,0,1,0
468870,0,Drama,,xx,#Selfie,,0.167535,BKT-Films,France,10-05-2014,0,,No Language,Released,,#Selfie,0,0,1,1,1
468871,0,Documentary|Family|History,,en,"Hi, Neighbor","This experimental short film is about a little girl who lost her home to urban renewal, and asks her wealthy neighbor, ""why?"" The film is a prequel to Andrade-Watkins' documentary trilogy about the Cape Verdean community in Fox Point. ""Hi, Neighbor"" had its world premiere at the 2011 Cape Verdean International Film Festival and was awarded Jury Selection (first prize), in the 2012 Black Maria Film Festival.",0.024834,none,none,01-08-2011,0,14,none,Released,,"Hi, Neighbor",0,0,0,0,0
468872,0,,,en,Runaway,"George, an expectant father, looks to escape his demons after a car accident.",0.092514,none,none,29-10-2015,0,10,none,Released,,Runaway,0,0,0,0,0
468873,0,,,de,Wiener Philharmoniker - Neujahrskonzert 1989,,0.042,none,none,,0,,none,Released,,Wiener Philharmoniker - Neujahrskonzert 1989,10,1,0,0,0
468875,0,,,en,Afternoon Delight.,You know that time when you're all alone and in the mood for some Afternoon Delight but you end up getting more than you bargained for...?,0.097795,none,none,25-04-2017,0,9,none,Released,,Afternoon Delight.,0,0,0,0,0
468876,0,,,en,The Mysterious Moon Men of Canada,"A filmmaker searches for two Canadians who flew to the moon in 1959, but because they were Canadian, were too modest to tell anybody about it.",0.024,none,none,,0,0,none,Released,,The Mysterious Moon Men of Canada,0,0,0,0,0
468877,0,,,en,The Harlot's Handbook,The story behind the 18th century's most infamous book - Harris's Lists.,0.024,none,none,,0,30,none,Released,,The Harlot's Handbook,0,0,0,0,0
468879,0,Documentary,,en,The Phans of Jersey City,A South Vietnamese refugee family learns to live in the USA,0.024,none,United States of America,31-07-1980,0,49,none,Released,,The Phans of Jersey City,0,0,0,1,0
468880,0,Science Fiction|Drama,,xx,Confluence,,0.297302,none,United States of America,07-03-2015,0,,No Language,Released,,Confluence,7,1,0,1,1
468881,0,Documentary,,en,Mai's America,"When a spunky, mini-skirted daughter of Ho Chi Minh's revolution leaves cosmopolitan Hanoi for a high school exchange program in rural Mississippi, her ideas about freedom, America, Vietnam and herself are thrown into question.",0.024278,Marlo Poras Productions,Vietnam,28-02-2002,0,71,English,Released,,Mai's America,0,0,1,2,2
468882,0,,,de,Wiener Philharmoniker - Neujahrskonzert 2009,,0.024,none,none,,0,,none,Released,,Wiener Philharmoniker - Neujahrskonzert 2009,0,0,0,0,0
468883,0,,,en,Slow as Lightning,"Our hero Jimmie March works for stockbroker E.J. Philips and daydreams of romance with Eleanor, the boss's lovely daughter. Unfortunately, Eleanor is dating Mortimer Fenton, a wealthy cad who used to push Jimmie around in college. To add insult to injury, Jimmie gets fired. All seems lost until a gypsy fortune teller foretells that he'll make a bundle playing hunches in the stock market. So, he convinces his buddies to lend him some money and invests in stocks that then start to skyrocket. However, Fenton isn't about to take that lying down and subsequently hatches a plan to wipe his rival out for good... Will Jimmie's fortune come true? Will he be able to defeat Fenton and win the heart of the girl? Watch and find out!",0.024139,none,none,19-12-1923,0,0,none,Released,,Slow as Lightning,0,0,0,0,0
468884,0,,,en,Say No To Strangers!,Educational short,0.024,Sidney Davis Productions,none,,0,10,none,Released,,Say No To Strangers!,0,0,1,0,0
468885,0,,,fr,François Mitterrand - Que reste-t-il de nos amours ?,,0.074,none,none,,0,,Français,Released,,François Mitterrand - Que reste-t-il de nos amours ?,0,0,0,0,2
468886,0,Documentary,,en,What Carter Lost,"There’s high school football, and then there’s Texas high school football. Oddly enough though, one of the greatest teams in state history has been lost to time—and fate. “What Carter Lost” is the saga of that team, the 1988 Dallas Carter Cowboys.  With 21 players who were offered college scholarships and several who went on to the NFL, Carter took on the best that Texas had to offer, including the Odessa Permian team that inspired Friday Night Lights, as well as the worst: in a racially charged state-wide dispute over one player’s algebra grade and Carter’s legitimacy. Somehow, the team won the championship that year. Yet not too long after, the legacy they worked so hard for was thrown away after a group of players made a terrible decision. With personal interviews with players, coaches and family members, as well as glimpses of their lives today, “What Carter Lost” is ultimately about what Carter found.",0.147754,ESPN Films,United States of America,24-08-2017,0,0,none,Released,,What Carter Lost,0,0,1,1,0
468887,0,Romance|Drama,,en,The Morning After,The feeling of detachment in an intimate setting.,0.024,none,none,,0,4,English,Released,,The Morning After,0,0,0,0,1
468888,0,Drama|History,,de,Lady Hamilton,,0.045145,none,none,19-10-1921,0,,none,Released,,Lady Hamilton,0,0,0,0,0
468889,0,Crime|Mystery|Drama,,es,La secta del trébol,The film is about a writer who gets involved in a police case related to some jewelry belonging to a Chinese sect.,0.024139,Estudios San Miguel,Argentina,21-07-1948,0,78,none,Released,,The Clover Sect,0,0,1,1,0
468891,0,Documentary,,en,Man with a Movie Camera: The Global Remake,"Man With a Movie Camera: The Global Remake is a participatory video shot by people around the world who are invited to record images interpreting the original script of Vertov’s Man With A Movie Camera and upload them to this site. Software developed specifically for this project archives, sequences and streams the submissions as a film. Anyone can upload footage. When the work streams your contribution becomes part of a worldwide montage, in Vertov’s terms the “decoding of life as it is”.",0.044056,none,United States of America,31-07-2009,0,67,none,Released,,Man with a Movie Camera: The Global Remake,0,0,0,1,0
468892,0,Drama|History,,zh,建军大业 - Jiànjūn Dàyè,"The Founding of an Army is a Chinese historical propaganda film. Produced by Han Sanping and directed by Andrew Lau, it is the third installment of the trilogy called Founding of New China after",1.35406,China Film Group Corporation,China,01-08-2017,0,90,普通话,Released,The Founding Of An Army BY : New,The Founding Of An Army,0,0,5,1,1
468893,0,Drama|Thriller,,es,Los pulpos,The Octopussy is a 1948 Argentine suspense film directed by Carlos Hugo Christensen.,0.028639,Lumiton,Argentina,17-03-1948,0,80,none,Released,,The Octopussy,0,0,1,1,0
468894,0,,,en,Government Property,"Documentation of a 3-projector super-8 film performance. (one projector is hand-held by the filmmaker and moves during performance) Government Property acknowledges a film's familiar function to present the illusion of another time and space while, at the same time, presenting elements which allow the viewer to also experience an event in the present tense. The latter is suggested by including elements of the projection experience such as interchanging images amongst the projectors, shadows, and varying the size and position of the hand-held projected image. The title originated from the words ""government property"" which are printed on each sheet of toilet paper in the British Museum. The film images, shot between 1978 and 1981, include British newspaper accounts of the Queen of England, media news coverage of the attempted assassination of Ronald Reagan, and other cultural and political monuments such as Stonehenge, the Salisbury (England) train station; the Trans-Canadian Railroad,",0.024,none,none,31-07-1981,0,9,none,Released,,Government Property,0,0,0,0,0
468895,0,,,de,Paul Kalkbrenner - Live at Tomorrowland 2017,,0.570426,none,none,29-07-2017,0,,none,Released,,Paul Kalkbrenner - Live at Tomorrowland 2017,0,0,0,0,0
468896,0,Drama|Romance,,de,Erstes Mal - Schwule Kurzfilme,,0.024,none,none,,0,,none,Released,,Erstes Mal - Schwule Kurzfilme,0,0,0,0,0
468897,0,,,fr,Les Ailes brisées,,0.039139,none,none,15-06-1933,0,,none,Released,,Les Ailes brisées,0,0,0,0,0
468898,0,,,en,Andy's CDs,"When Andy is dumped by his girlfriend he must break into his ex's apartment with his ultra nerd best friend, Tyke, in order to reclaim his CD collection.",0.074,none,none,,0,11,none,Released,,Andy's CDs,0,0,0,0,0
468900,0,Drama|Romance,,de,hautnah und gefühlsecht,,0.045,Edition Salzgeber,Germany,,0,,none,Released,,hautnah und gefühlsecht,0,0,1,1,0
468901,0,,,en,ddie Bravo Invitational 12: The Female Flyweights,"EBI returns to UFC FIGHT PASS with one of the most anticipated tournaments ever! This time, the spotlight is on the Female Flyweights!",0.024,none,none,,0,0,none,Released,,ddie Bravo Invitational 12: The Female Flyweights,0,0,0,0,0
468902,0,,,ja,日本のフィクサー,The portrait of a political fixer and his machinations behind the scenes.,0.074,none,none,01-01-1979,0,130,日本語,Released,A fixer controls political events from behind the scenes.,nihon no fikusaa,0,0,0,0,1
468904,0,Horror|Thriller,,en,The Wicked Gift,"Ethan is a young, shy and rather reserved designer who has suffered from insomnia for many years due to his terrible nightmares. Believing he has a personality disorder he decides to see a therapist to solve his problem, but it will be thanks to the help of his best friend and a medium that he will face a long journey, a journey that will lead him to discover that his nightmares hide a shocking truth, something darker and more sinister than he ever imagined.",0.074,L/D Production Company,Italy,,0,112,Italiano,Released,,The Wicked Gift,0,0,2,1,1
468907,0,Documentary,,it,Romantici a Venezia,"This is a documentary film on the romantic and decadent atmosphere of Venice at the end of the 18th century. A vigorous comment by Jean Cocteau tells us of the sick souls and the sorrows of literary characters and musicians who lived the dream of this city. It is the Venice of Lord Byron, Alfred de Musset, George Sand, d'Annunzio; a Venice made of precious images, palaces reflected in the water, mysterious moonlights, little squares where unhappy lovers wander under the music of Richard Wagner.",0.067645,Universalia Film,Italy,01-01-1948,0,10,none,Released,,Romantici a Venezia,0,0,1,1,0
468912,0,Documentary,,pt,ISIS: Rise of Terror,,0.154325,none,none,13-11-2016,0,,English,Released,,ISIS: Rise of Terror,0,0,0,0,1
468913,0,,,es,L’Ange Frenetique,,0.015,none,none,,0,,none,Released,,L’Ange Frenetique,0,0,0,0,0
468914,0,,,es,The Garden of Eating,,0.0975,none,none,,0,,none,Released,,The Garden of Eating,0,0,0,0,0
468915,0,,,es,Windowframe,,0.0725,none,none,,0,,none,Released,,Windowframe,0,0,0,0,0
468916,0,,,es,Sheet,,0.0195,none,none,,0,,none,Released,,Sheet,0,0,0,0,0
468918,0,Drama|Crime,,en,Hellinger's Law,Hellinger's Law is a made-for-TV movie starring Sean Penn,0.06,Universal Television,United States of America,10-03-1981,0,100,English,Released,,Hellinger's Law,0,0,1,1,1
468919,160,Thriller,,en,Macbeth XXI,,0.008165,none,Brazil,06-10-2016,0,,English,Released,,Macbeth XXI,0,0,0,1,1
468922,0,,,en,Taiyo no ito,"Presentation of polymer chemistry-based synthetic fiber, and the manufacturing facilities and production process used by Toray, Japan’s leading textile maker. Also depicts the textiles being sold throughout Europe and the US.",0.000225,none,none,01-01-1963,0,29,none,Released,,The Solar Thread,0,0,0,0,0
468923,0,Comedy,,en,Back to the Future: Hilarious Outtakes,"A short blooper reel from the filming of the 1985 film, Back to the Future.",0.00029,Universal Pictures,United States of America,02-12-2002,0,3,English,Released,,Back to the Future: Hilarious Outtakes,0,0,3,1,1
468924,0,Documentary,,de,Rheinstrom,"In a 13-minute navigation, Nestler takes us downstream the Rhine River. The opportunity of cheap water transport kept prices of raw material down and made the Rhine one of the most important arteries of industrial transport in the world.",0.1551,none,Germany,29-03-1966,0,13,Deutsch,Released,,Rhine River,0,0,0,1,1
468926,0,Drama,,en,Veracity,"Veracity is about a popular African American student, Olivia, who is outed by her friends after she acts on feelings for a new girl at her high school...",0.00495,none,United States of America,31-07-2015,0,20,none,Released,,Veracity,0,0,0,1,0
468927,0,Drama,,en,Sound Asleep,"On Declan's sixth birthday, his baby brother Michael dies in his crib from sudden infant death syndrome. His birthday forgotten, and not understanding what ""dead"" is, Declan experience's the death of his brother only through his parents' grief, frozen in their pain. Declan seeks refuge in his baby brother's room. His birthday now intrinsically linked with Michael's death, he tries to understand what has happened to his family, and if he too will stop breathing in the night. Based on a true story, SOUND ASLEEP is an intimate drama about death from the perspective of six-year-old boy.",0.00315,none,Canada,21-07-2014,0,14,none,Released,,Sound Asleep,0,0,0,1,0
468928,0,,,en,The Woody Woodpecker and Friends Classic Cartoon Collection,"The Woody Woodpecker and Friends Classic Cartoon Collection is a three-disc DVD collection of theatrical cartoons produced by Walter Lantz Productions for Universal Pictures between 1940 and 1956. The set was released by Universal Studios Home Entertainment on July 24, 2007, and marks the first time a collection of cartoons starring Woody Woodpecker and the other Lantz characters have been widely available on home video.  Included in the set are seventy-five cartoon shorts, including the first forty-five Woody Woodpecker cartoons, in production order. The other thirty cartoons include five Andy Panda shorts, five Chilly Willy shorts, five Oswald the Lucky Rabbit shorts, five Swing Symphonies, and ten one-shot Cartune Classics.  This is not the collection from 1982. This is ""Volume 1"" for the Volume 2 released in 2008.",0.000435,Universal Studios,United States of America,24-07-2007,0,0,English,Released,,The Woody Woodpecker and Friends Classic Cartoon Collection,0,0,1,1,1
468929,0,,,id,Rafathar,,0.03,none,none,,0,,none,Released,,Rafathar,0,0,0,0,0
468930,0,Fantasy|Animation,,en,Dornröschen,A German stop-motion adaptation of Sleeping Beauty.,0.000145,none,Germany,30-06-1943,0,12,Deutsch,Released,,Dornröschen,0,0,0,1,1
468931,0,,,en,The Encounter,"In 1969 Loren McIntyre, a National Geographic photographer, found himself lost among the people of the remote Javari Valley in Brazil. It was an encounter that was to change his life, bringing the limits of human consciousness into startling focus. Simon McBurney traces McIntyre's journey into the depths of the Amazon rainforest, incorporating innovative technology into his solo performance to build a shifting world of sound.",0.0522,Complicite,United States of America,19-05-2017,0,131,English,Released,Inspired by the book Amazon Beaming by Petru Popescu,The Encounter,0,0,1,1,1
468932,0,,,en,Landlord Blues,A greedy landlord wants to evict a bicycle shop from his property and replace it with a high-rent-paying art gallery. The environment-conscious owner of the bike shop outwits the avaricious landlord in a high-speed bike chase.,0.03,none,none,01-01-1988,0,90,none,Released,,Landlord Blues,0,0,0,0,0
468933,0,Comedy,,en,O Labroukos ballader,"An unforgiving fancy, Lambros Komninos, knows a widow, Rena, the owner of a nightclub that has a hidden casino in its own. She begins to frequent at the club, playing cards and at first, with some help from Rena's side, winning. But when luck is not on his part and he starts losing large amounts, he understands that he has been the victim of cartoons. His reaction is immediate, he takes lessons from professional cartoons, and avenues his opponents. In the end, the beautiful widow also wins.",0.095,Arion-Film,Greece,01-08-1981,0,97,none,Released,,O Labroukos ballader,0,0,1,1,0
468934,0,,,en,Mannen i skuggan,A German artist in Spain decides to revenge the death of two Nordic tourists and to defend the strikers in a bloody conflict.,0.095,none,Yugoslavia,09-09-1978,0,116,none,Released,,Mannen i skuggan,0,0,0,2,0
468935,0,Documentary,,en,The Sound of Seeing,"Made on a wind-up Bolex camera, The Sound of Seeing announced the arrival of 21-year-old filmmaker Tony Williams. Based around a painter and a composer wandering the city (and beyond), the film meshes music and imagery to show the duo taking inspiration from their surroundings.",0.000145,Pacific Films,New Zealand,01-01-1963,0,13,none,Released,,The Sound of Seeing,0,0,1,1,0
468936,0,Comedy,,en,O spangorammenos,"Lampros is a scrooge person whining for every penny he spends. One day though, along with a friend, he goes out to party with unexpected results...",0.00013,Karagiannis-Karatzopoulos,Greece,22-10-1967,0,87,none,Released,,O spangorammenos,0,0,1,1,0
468938,800000,Romance|Drama,,ru,Тень,A story of a successful businessman who falls in love with a silent movies actress and starts to look everywhere for a woman who looks exactly like her.,0.0866,Proline Film,Russia,01-12-2016,4880,107,Pусский,Released,,The Shadow,3,1,2,1,1
468939,0,Comedy,,en,Lathos ston erota,"A simple typewriter is familiar with a garage-facing young man, who is recommended to be a big business man. The same is done by her, presenting the daughter of his boss industrialist. In the end, however, all is corrected, misunderstandings are overlooked and the poor typist marries the poor garage.",0.000225,Afoi Kiriakopouloi,Greece,01-08-1961,0,74,none,Released,,Lathos ston erota,0,0,1,1,0
468943,0,,,fr,La maison d'en face,,0.000145,none,none,29-01-1937,0,,none,Released,,La maison d'en face,0,0,0,0,0
468947,0,Drama,,bn,বাপজানের বায়স্কোপ,A conflict arises between a farmer and landlord due to a bioscope.,0.00406,none,Bangladesh,18-12-2015,0,127,বাংলা,Released,,Bapjaner Bioscope,0,0,0,1,1
468948,0,Drama,,bn,মৃত্তিকা মায়া,The heartbreaking life of an old potter.,0.001595,none,Bangladesh,16-09-2013,0,138,বাংলা,Released,,Mrittika Maya,0,0,0,1,1
468949,0,,,ru,Koshkodav Silver,,0.03,none,none,,0,,Pусский,Released,,Koshkodav Silver,0,0,0,0,1
468950,0,,,en,White Riot: London,"In 1977, immigration divides Britain. What happens when a punk fanzine challenges the status quo?",0.12261,none,none,12-06-2017,0,9,none,Released,,White Riot: London,0,0,0,0,0
468952,0,,,en,"Somewhere, Sometime",Little is known about this probably never released film.,0.11,none,Sweden,01-01-1979,0,0,English,Released,,"Somewhere, Sometime",0,0,0,2,1
468953,0,Documentary,,en,Peter Allen: The Boy From Oz,"The story of Peter Allen, Australia's beloved variety entertainer and songwriter. As one of the first openly gay entertainers, Allen won a unique stardom with a mainstream public which loved him for his honesty.",0.03013,none,none,01-01-1995,0,55,English,Released,,Peter Allen: The Boy From Oz,0,0,0,0,1
468955,0,Comedy,,tr,Sümela'nın Şifresi 3: Cünyor Temel,,0.17981,none,none,07-04-2017,0,,none,Released,,Sümela'nın Şifresi 3: Cünyor Temel,0,0,0,0,0
468956,0,Action|War|Drama|Adventure,,tr,Bordo Bereliler Suriye,,0.14387,none,none,01-04-2017,0,,Türkçe,Released,,Bordo Bereliler Suriye,0,0,0,0,1
468957,0,Drama|Comedy,,tr,Yaşamak Güzel Şey,,0.23098,none,none,14-04-2017,0,,Türkçe,Released,,Yaşamak Güzel Şey,0,0,0,0,1
468958,0,Horror,,tr,Büyü 2,,0.2149,none,none,23-06-2017,0,,none,Released,,Büyü 2,0,0,0,0,0
468959,0,Documentary,,de,Unsere Kinder,,0.09,DEFA-Studio für Spielfilme,none,01-08-1989,0,,Deutsch,Released,,Unsere Kinder,10,1,1,0,1
468960,0,Thriller|TV Movie,,en,Missing,"A tense two-part psychological thriller about a troubled, homeless girl who gets caught up in the hunt for a violent killer.",0.03039,none,United Kingdom,13-01-2006,0,140,English,Released,,Missing,0,0,0,1,1
468961,0,Comedy|Romance,,tr,Eski Sevgili,,0.19861,none,none,05-06-2017,0,,Türkçe,Released,,Eski Sevgili,0,0,0,0,1
468964,0,,,en,Silent Victory: Submarine Warfare in WWII,"Silent Victory includes rare archival footage of epic naval battles and exclusive veteran interviews, covering the submarine war from the declaration of unrestricted submarine warfare after Pearl Harbor to Japan's unconditional surrender in Tokyo Bay.",0.03,none,none,,0,86,none,Released,,Silent Victory: Submarine Warfare in WWII,0,0,0,0,0
468965,0,Comedy,,en,Yie mou... Yie mou...,A widow  factory-owner gives way to his son and decides to find a woman to spend the rest of his life. But all women who are on their way are interested in his son and not himself.,0.03013,Afoi Roussopoulloi,Greece,25-10-1965,0,84,none,Released,,Yie mou... Yie mou...,0,0,1,1,0
468966,0,Documentary,,he,Attack of the Happy People,"Ecstasy, which started out as a psychotherapeutic drug, acquired the reputation of a happiness pill and thus became one of the most consumed recreational drugs today. Wandering through X culture exposes some surprising links between the subculture of parties, wild sex, consumerism and religion. By pointing the camera on Israel 2003 – war, religious fundamentalism, consumerism and drugs - the film depicts a world in which reality and hallucination are constantly recreating each other in an inseparable and crazy path.",0.08026,Noga Communications,Israel,01-01-2003,0,51,English,Released,,Attack of the Happy People,0,0,2,1,2
468967,0,Comedy,,en,George Lopez: The Wall,"George Lopez returns for his fourth live solo stand-up special on HBO. George Lopez: The Wall, Live From Washington D.C. features Lopez with all new material, performed before a live audience at the Kennedy Center.",1.25715,Dakota Pictures,United States of America,05-08-2017,0,0,English,Released,Live from Washington D.C.,George Lopez: The Wall,0,0,1,1,1
468968,0,Comedy,,en,Chee and T,A Comedy about the only two guys left in Silicon Valley who have nothing to do with technology.,1.18406,Chops Films,United States of America,01-08-2017,0,80,English,Released,,Chee and T,0,0,1,1,1
468969,0,Crime|Thriller,,es,Angustia,,0.03013,none,none,03-10-1948,0,,none,Released,,Angustia,0,0,0,0,0
468970,0,,,en,How Wonderful,"How Wonderful is a hilarious and really honest look at pregnancy, featuring a cast of well known Australian actors and actresses.",0.03,none,none,01-01-1990,0,55,none,Released,,How Wonderful,0,0,0,0,0
468971,0,,,en,Hospital - An Unhealthy Business,"Story of St. Vincent's Hospital, Melbourne and the challenge to treat patients with limited finance. The documentary enters the world of financial administrators, doctors and nurses as they plan to save money. The hospital is faced with reducing the number of operations, closing wards and justifying every expenditure.",0.03013,none,none,01-01-1997,0,57,none,Released,,Hospital - An Unhealthy Business,0,0,0,0,0
